"species","site","awcA","phTotal","sandA","shcA","solumDepth","bio5","bio6","bio15","bio18","bio19","Lat","Long"
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1021,26.969564,618.32611,81.552177,507.552185,1221.491333,30.8391296,9.1,85.95652,0,426.260864,-31.76441802,115.7365913
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1046,15.779999,511.755004,66.957496,113.027496,936.257507,32.3441162,4.7911766,48.735294,0,143.941177,-32.49288277,118.2895809
"spp906",1062,25.899999,862.359985,74.595001,208.759994,1007.352478,31.2085723,4.5428569,73.428573,0,326.285705,-32.77994295,116.647613
"spp906",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp906",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp906",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp906",1043,23.795,799.080017,77.739997,325.55249,1079.805053,32.2969696,4.6272727,73.121215,0,320.181823,-32.33029819,116.7141894
"spp906",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp906",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp906",1024,26.254999,532.53247,76.294998,229.142501,1053.260009,33.3117645,4.9176471,62.382354,0,180,-31.9367364,117.3028515
"spp906",1044,21.02,636.030029,76.514999,193.255004,957.830017,32.2648651,4.9297298,64.648651,0,202.48648,-32.38625667,117.2388193
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp906",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp906",909,20.724445,482.857788,82.137779,369.244445,977.177795,33.8100006,9.175,85.449996,30,299.5,-29.8514543,114.9857717
"spp906",883,17.097499,415.127502,70.017501,112.480003,985.530029,36.05,6.6058822,64.529411,0,168.882354,-29.52556414,116.0789485
"spp906",966,22.191823,571.669799,82.5,500.364776,1209.38684,30.3928558,8.875,87.14286,0,311.428558,-30.80768464,115.3580747
"spp906",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp906",968,21.229999,605.5,71.915,187.137496,1135.680053,34.0625,6.14375,70.65625,0,237.8125,-30.92669251,116.3927121
"spp906",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp906",966,22.191823,571.669799,82.5,500.364776,1209.38684,30.3928558,8.875,87.14286,0,311.428558,-30.80768464,115.3580747
"spp906",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp906",1000,21.415,445.315002,74.879997,167.847503,1080.362548,33.254544,4.9,48.848484,0,137.030303,-31.5931893,118.409049
"spp906",1026,16.257499,470.994995,68.897499,105.839996,928.492492,33.1441162,4.8529411,48.205883,0,140.294113,-32.04284648,118.3495495
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",966,22.191823,571.669799,82.5,500.364776,1209.38684,30.3928558,8.875,87.14286,0,311.428558,-30.80768464,115.3580747
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1025,23.1375,459.742492,71.470001,88.355003,892.227478,32.8399993,4.8171428,53.885715,43,145.057144,-31.99067034,117.8259582
"spp906",998,23.8225,456.359985,73,178.957504,1011.30249,33.8176483,5.4352939,57.176471,0,156.029418,-31.48758337,117.3663838
"spp906",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp906",973,19.3425,450.695007,69.182502,132.820007,1038.805053,33.8571441,4.6428569,45.2,0,126.285713,-31.19381831,118.9881114
"spp906",997,29.747499,550.450012,77.042503,264.022491,1134.974975,34.178125,5.55625,64.625,0,194.75,-31.43215814,116.8457846
"spp906",970,24.975,391.829986,62.069999,78.762496,1059.537475,34.1142852,5.5799999,54.742858,0,139.971435,-31.03876491,117.429422
"spp906",944,32.595001,444.407501,68.684997,115.940002,1127.517456,34.409375,4.89375,44.96875,52,123.15625,-30.69488109,118.5266629
"spp906",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp906",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1112,22.8525,1714.227539,66.824996,187.997497,1077.39746,27.3472229,6.2194442,69.833335,0,488.722229,-34.07269018,115.9123624
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1123,23.555,1860.369995,65.830001,170.372497,1071.540039,26.1411773,6.8088233,63.294116,0,492.647064,-34.58315268,116.3759707
"spp906",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp906",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp906",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp906",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp906",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp906",1078,25.0125,1129.089965,66.877502,168.304992,1065.770019,30.3558837,5.0558822,79.441177,0,491.352935,-33.17172324,116.0523203
"spp906",1080,21.532499,859.267517,79.767501,252.117492,1069.592529,30.6085723,5.1657142,61.542858,42,214.085708,-33.28653298,117.1092319
"spp906",1080,21.532499,859.267517,79.767501,252.117492,1069.592529,30.6085723,5.1657142,61.542858,42,214.085708,-33.28653298,117.1092319
"spp906",1065,15.284999,576.42749,70.275001,120.717498,860.984985,31.3714294,4.9057144,46.857143,0,143.971435,-32.94333183,118.2291378
"spp906",1080,21.532499,859.267517,79.767501,252.117492,1069.592529,30.6085723,5.1657142,61.542858,42,214.085708,-33.28653298,117.1092319
"spp906",1078,25.0125,1129.089965,66.877502,168.304992,1065.770019,30.3558837,5.0558822,79.441177,0,491.352935,-33.17172324,116.0523203
"spp906",1096,24.094999,1227.847534,66.75,196.554992,1085.557495,29.6611114,5.0527778,75.777778,0,470.75,-33.62196122,115.9826193
"spp906",1078,25.0125,1129.089965,66.877502,168.304992,1065.770019,30.3558837,5.0558822,79.441177,0,491.352935,-33.17172324,116.0523203
"spp906",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp906",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp906",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp906",1064,19.702499,682.210021,74.8675,176.992492,932.712524,31.1305541,4.9222221,53.527778,0,161.27777,-32.89064153,117.7014616
"spp906",1063,26.212499,813.902526,77.985,215.809997,999.434997,31.0303039,5.0060607,63.424243,0,224.333328,-32.83617752,117.1742815
"spp906",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp906",1047,17.362499,515.082519,75.752502,164.1875,981.474975,32.6157897,4.6763156,42,0,134.026321,-32.54354434,118.8156813
"spp906",1103,19.69395,819.925292,77.836296,300.010681,873.160156,28.3807678,6.8769233,35.769229,0,174.461532,-33.99451976,119.7051635
"spp906",1080,21.532499,859.267517,79.767501,252.117492,1069.592529,30.6085723,5.1657142,61.542858,42,214.085708,-33.28653298,117.1092319
"spp906",1098,22.3325,925.04248,79.084999,278.91751,1057.21997,29.4542846,5.3428569,59,0,235.085708,-33.73735782,117.0436644
"spp906",1098,22.3325,925.04248,79.084999,278.91751,1057.21997,29.4542846,5.3428569,59,0,235.085708,-33.73735782,117.0436644
"spp906",1096,24.094999,1227.847534,66.75,196.554992,1085.557495,29.6611114,5.0527778,75.777778,0,470.75,-33.62196122,115.9826193
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp907",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp907",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1112,22.8525,1714.227539,66.824996,187.997497,1077.39746,27.3472229,6.2194442,69.833335,0,488.722229,-34.07269018,115.9123624
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp907",1061,23.6725,1160.55249,71.345001,193.054992,1045.85498,30.3257141,5.5714286,79.542854,0,554.771423,-32.72194106,116.1214719
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp908",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp909",1115,21.767499,891.549987,74.3525,206.872497,950.142517,27.9411773,5.9617645,50.382354,0,223.882354,-34.24399474,117.5109818
"spp909",1096,24.094999,1227.847534,66.75,196.554992,1085.557495,29.6611114,5.0527778,75.777778,0,470.75,-33.62196122,115.9826193
"spp909",1097,22.667499,943.145019,70.785003,207.649993,993.130004,29.6212127,4.7878787,68.666664,0,340.151519,-33.68055132,116.5128719
"spp909",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp909",1101,16.43,595.994995,73.032501,170.272506,913.270019,28.6,5.5837837,37.675674,0,140.216217,-33.89704195,118.6391215
"spp909",1099,23.215,800.887512,77.782501,229.720001,1024.502441,29.2729736,5.3891891,53.054054,0,193.513519,-33.79237729,117.574981
"spp909",1101,16.43,595.994995,73.032501,170.272506,913.270019,28.6,5.5837837,37.675674,0,140.216217,-33.89704195,118.6391215
"spp909",1101,16.43,595.994995,73.032501,170.272506,913.270019,28.6,5.5837837,37.675674,0,140.216217,-33.89704195,118.6391215
"spp909",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp909",1117,16.272727,816.184326,77.252525,264.025238,938.454528,26.6970581,6.3117645,40.382354,0,176.382354,-34.34920884,118.5793248
"spp909",1115,21.767499,891.549987,74.3525,206.872497,950.142517,27.9411773,5.9617645,50.382354,0,223.882354,-34.24399474,117.5109818
"spp909",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp909",1115,21.767499,891.549987,74.3525,206.872497,950.142517,27.9411773,5.9617645,50.382354,0,223.882354,-34.24399474,117.5109818
"spp909",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp909",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp909",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp909",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp910",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp910",1103,19.69395,819.925292,77.836296,300.010681,873.160156,28.3807678,6.8769233,35.769229,0,174.461532,-33.99451976,119.7051635
"spp910",1102,18.875,761.955017,72.985,203.892501,899.262512,28.2142852,6.1285713,35.057144,0,161.571426,-33.94668075,119.1719129
"spp910",1115,21.767499,891.549987,74.3525,206.872497,950.142517,27.9411773,5.9617645,50.382354,0,223.882354,-34.24399474,117.5109818
"spp910",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp910",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp910",1118,17.58633,841.269775,79.798561,317.690643,964.920837,27.1115386,6.8153846,40.653846,0,206.576919,-34.39910923,119.1142262
"spp910",1116,17.1625,908.080017,76.842498,231.6725,826.332519,27.3594604,5.981081,44.054054,0,181.459457,-34.29750293,118.0449045
"spp911",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp911",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp911",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp911",966,22.191823,571.669799,82.5,500.364776,1209.38684,30.3928558,8.875,87.14286,0,311.428558,-30.80768464,115.3580747
"spp911",966,22.191823,571.669799,82.5,500.364776,1209.38684,30.3928558,8.875,87.14286,0,311.428558,-30.80768464,115.3580747
"spp911",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp911",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp911",1068,17.927499,609.757507,72.807502,180.054992,816.244995,30.154544,5.4727272,31.363636,0,133.727279,-33.09073027,119.8149835
"spp911",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp911",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp911",881,23.010101,480.326599,83.993263,477.565643,1129.932617,34.6679992,8.9080001,86.639999,0,267.440002,-29.40471843,115.0570451
"spp911",1042,23.614999,948.549987,72.292503,217.815002,1061.319946,31.184848,6.1060607,79.090911,0,542.515136,-32.27258025,116.1900806
"spp912",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp912",1112,22.8525,1714.227539,66.824996,187.997497,1077.39746,27.3472229,6.2194442,69.833335,0,488.722229,-34.07269018,115.9123624
"spp912",1124,24.149999,1518.199951,66.989997,179.744995,1004.932495,26.4081085,6.724324,58.81081,0,415.027038,-34.64055864,116.9109513
"spp912",1112,22.8525,1714.227539,66.824996,187.997497,1077.39746,27.3472229,6.2194442,69.833335,0,488.722229,-34.07269018,115.9123624
"spp912",1124,24.149999,1518.199951,66.989997,179.744995,1004.932495,26.4081085,6.724324,58.81081,0,415.027038,-34.64055864,116.9109513
"spp912",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp912",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp912",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp912",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp912",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp912",1111,22.18,1468.83496,71.964996,215.550003,959.960021,26.4558837,8.2941177,76,0,516,-34.01200704,115.3805928
"spp912",996,28.5125,679.794982,72.132499,228.330001,1126.60498,33.4257141,6.1799999,76.400001,0,318.228576,-31.37498867,116.3256945
"spp913",1125,26.142499,1324.247558,67.735,175.729995,1023.760009,26.3885711,6.7657142,51.171428,0,335.228576,-34.69616035,117.4464686
"spp913",1126,27.9925,1089.339965,74.660003,255.122497,1050.287475,25.5705886,6.9970588,47.970588,0,292,-34.7499543,117.982506
"spp913",1022,26.465,782.647521,72.862503,215.512496,1091.92749,32.4114288,6.4971427,81.714286,0,448.571441,-31.82360713,116.2581528
"spp915",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp915",1067,15.42,556.67749,73.9375,203.470001,870.794982,30.9111114,5.1416667,34.583332,0,131.055557,-33.04337913,119.2859147
"spp915",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp915",1067,15.42,556.67749,73.9375,203.470001,870.794982,30.9111114,5.1416667,34.583332,0,131.055557,-33.04337913,119.2859147
"spp915",1067,15.42,556.67749,73.9375,203.470001,870.794982,30.9111114,5.1416667,34.583332,0,131.055557,-33.04337913,119.2859147
"spp915",1066,14.472499,546.179992,71.324996,178.865005,875.172485,31.4382354,5.0588233,40.382354,0,132.647064,-32.99424536,118.7572941
"spp916",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp916",909,20.724445,482.857788,82.137779,369.244445,977.177795,33.8100006,9.175,85.449996,30,299.5,-29.8514543,114.9857717
"spp916",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp916",911,20.61,421.119995,73.262496,258.777496,1150.939941,35.1588226,6.7823532,70.029411,0,210.117645,-29.97282779,116.0115308
"spp916",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp916",912,14.3175,398.744995,74.802497,134.752502,1182.362548,35.3151519,6.1121212,62.393939,0,165.575759,-30.03094065,116.5251987
"spp916",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp916",910,23.497499,479.320007,82.440002,521.984985,1247.704956,34.2911773,7.7,79,0,283.617645,-29.91299802,115.4983837
"spp916",909,20.724445,482.857788,82.137779,369.244445,977.177795,33.8100006,9.175,85.449996,30,299.5,-29.8514543,114.9857717
"spp916",884,17.03,333.440002,71.595001,165.725006,956.54248,36.1875,6.13125,58.75,0,141.125,-29.58342315,116.5906796
"spp916",913,16.829999,398.607513,69.014999,117.682502,1064.430053,35.3625,5.95,57.75,0,145.65625,-30.08733369,117.039373
"spp916",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp916",939,21.405,496.432495,76.434997,340.162506,1196.827514,33.9064514,6.6129035,74.322578,0,254.645156,-30.42031425,115.9435923
"spp916",938,20.854999,583.784973,81.474998,503.709991,1173.54248,31.9470581,7.8941177,82.588233,0,326.882354,-30.36021781,115.4284999
"spp916",882,22.392499,494.122497,76.690002,357.722503,1183.902465,35.5057128,7.4485717,75.371429,0,228.65715,-29.46599494,115.5677323
"spp916",881,23.010101,480.326599,83.993263,477.565643,1129.932617,34.6679992,8.9080001,86.639999,0,267.440002,-29.40471843,115.0570451
"spp916",881,23.010101,480.326599,83.993263,477.565643,1129.932617,34.6679992,8.9080001,86.639999,0,267.440002,-29.40471843,115.0570451
"spp916",881,23.010101,480.326599,83.993263,477.565643,1129.932617,34.6679992,8.9080001,86.639999,0,267.440002,-29.40471843,115.0570451
